id,host_id,listing_url,last_scraped,host_since,first_review,last_review,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,has_availability,instant_bookable,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calendar_updated,calculated_host_listings_count_shared_rooms,host_location,source,neighbourhood_group_cleansed
23944100,98183371,https://www.airbnb.com/rooms/23944100,2024-12-23,2016-10-05,2018-06-09,2024-08-18,Jennifer,,,100%,f,1,t,t,Mission Bay,32.76248,-117.24963,Entire home,Entire home/apt,8,1 bath,3.0,,"[""Wifi"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""TV with standard cable"", ""Oven"", ""Free street parking"", ""Hangers"", ""Dishwasher"", ""Private entrance"", ""Bathtub"", ""Cooking basics"", ""Bed linens"", ""Private patio or balcony"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Iron"", ""Single level home"", ""First aid kit"", ""BBQ grill"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Children\u2019s books and toys"", ""Coffee maker""]",t,t,,3,1125,3.0,1125.0,1,1,65,6,0,4.94,5.0,4.98,4.98,4.98,4.92,4.86,"STR-00124L, 519122",,0,"San Diego, CA",previous scrape,
24134900,61001203,https://www.airbnb.com/rooms/24134900,2024-12-23,2016-02-29,2018-06-16,2024-08-14,Jennifer,within an hour,100%,95%,f,3,t,t,Mission Bay,32.78824,-117.25362,Entire home,Entire home/apt,8,2 baths,3.0,3.0,"[""Free washer \u2013 In building"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Dryer"", ""Free street parking"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Indoor fireplace"", ""Shampoo"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Free parking on premises"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Body soap"", ""Lockbox"", ""Outdoor furniture"", ""BBQ grill"", ""HDTV with Netflix, Amazon Prime Video, Disney+"", ""Hot water"", ""Kitchen"", ""Outdoor dining area"", ""Coffee maker"", ""Self check-in"", ""Freezer"", ""Barbecue utensils""]",t,f,$380.00,4,1125,4.4,1125.0,25,360,48,14,0,4.52,4.48,4.46,4.9,4.92,4.96,4.35,"STR-03772L, 608642",,0,"Temecula, CA",city scrape,
24629720,4327198,https://www.airbnb.com/rooms/24629720,2024-12-23,2012-12-04,2018-05-05,2023-11-19,Michael,,,,f,2,t,t,North Hills,32.73367,-117.12478,Private room in home,Private room,2,1 shared bath,1.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Heating"", ""Smoking allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Garden view"", ""Dryer"", ""Free street parking"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Cooking basics"", ""EV charger"", ""Essentials"", ""Backyard"", ""Iron"", ""Host greets you"", ""Kitchen"", ""Hot water"", ""Washer"", ""Coffee maker""]",t,f,$76.00,31,31,31.0,1125.0,0,112,65,0,0,4.91,4.95,4.89,5.0,4.98,4.94,4.86,,,0,"San Diego, CA",city scrape,
24781036,105507709,https://www.airbnb.com/rooms/24781036,2024-12-23,2016-11-28,2018-06-16,2024-11-10,Michael,within an hour,100%,100%,t,1,t,t,West University Heights,32.75488,-117.15423,Private room in home,Private room,2,1 private bath,1.0,,"[""Dishes and silverware"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Smoke alarm"", ""Drying rack for clothing"", ""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Clothing storage: wardrobe"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wine glasses"", ""Sun loungers"", ""Garden view"", ""Central heating"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Central air conditioning"", ""Bed linens"", ""Mini fridge"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Lockbox"", ""Iron"", ""Outdoor furniture"", ""40 inch HDTV"", ""Fast wifi \u2013 616 Mbps"", ""Beach essentials"", ""Hot water"", ""Books and reading material"", ""Outdoor dining area"", ""Shared patio or balcony"", ""Self check-in"", ""Laundromat nearby"", ""Room-darkening shades""]",t,f,,1,29,1.0,29.0,3,4,181,19,0,4.99,5.0,5.0,5.0,4.99,4.97,4.93,"STR-00179L, 627466",,0,"San Diego, CA",previous scrape,
25432128,134936123,https://www.airbnb.com/rooms/25432128,2024-12-23,2017-06-13,2018-06-08,2023-10-01,Michael,,,,,2,t,f,La Jolla,32.84778,-117.27565,Entire condo,Entire home/apt,5,2 baths,2.0,3.0,"[""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Smoke alarm"", ""Refrigerator"", ""Dryer"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Indoor fireplace"", ""Shampoo"", ""Crib"", ""Bed linens"", ""High chair"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Body soap"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Hot water"", ""Washer"", ""Coffee maker"", ""Elevator"", ""Self check-in""]",t,f,$488.00,3,30,3.1,1125.0,17,69,116,0,0,4.7,4.79,4.42,4.84,4.77,4.97,4.47,"STR-02614L, 645303",,0,"San Diego, CA",city scrape,
26816961,37941743,https://www.airbnb.com/rooms/26816961,2024-12-23,2015-07-08,2019-04-05,2024-12-20,Jennifer,within an hour,100%,99%,f,2,t,f,Normal Heights,32.76191,-117.12603,Entire guest suite,Entire home/apt,2,1 bath,0.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Oven"", ""Pets allowed"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""AC - split type ductless system"", ""Bathtub"", ""Cooking basics"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Coffee maker"", ""Self check-in""]",t,f,$95.00,1,1125,1.1,1125.0,9,137,498,99,11,4.69,4.73,4.73,4.94,4.93,4.79,4.71,"STR-08971L, 624023",,0,,city scrape,
27188063,37941743,https://www.airbnb.com/rooms/27188063,2024-12-23,2015-07-08,2019-05-05,2024-12-09,Jennifer,within an hour,100%,99%,f,2,t,f,Normal Heights,32.76213,-117.12435,Entire home,Entire home/apt,6,1 bath,2.0,3.0,"[""Clothing storage: closet and dresser"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Exterior security cameras on property"", ""Pets allowed"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""AC - split type ductless system"", ""Bathtub"", ""Cooking basics"", ""Bed linens"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Body soap"", ""Iron"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Washer"", ""Coffee maker"", ""Self check-in"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$164.00,1,1125,1.2,1125.0,12,162,193,53,4,4.72,4.8,4.74,4.95,4.94,4.77,4.76,"STR-02462L, 624022",,0,,city scrape,
29823739,35006292,https://www.airbnb.com/rooms/29823739,2024-12-23,2015-06-04,2018-11-12,2024-12-08,Jennifer,within an hour,100%,99%,t,5,t,t,Ocean Beach,32.73008,-117.24407,Entire guesthouse,Entire home/apt,2,1 bath,0.0,1.0,"[""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Free parking on premises"", ""Essentials"", ""Iron"", ""First aid kit"", ""Host greets you"", ""Kitchen"", ""Hot water"", ""Pool"", ""Coffee maker"", ""Hot tub""]",t,f,$212.00,2,6,2.0,6.0,30,365,460,45,1,4.89,4.93,4.96,4.96,4.88,4.96,4.85,"STR-05979L, 644731",,0,"San Diego, CA",city scrape,
30155935,104726501,https://www.airbnb.com/rooms/30155935,2024-12-23,2016-11-22,2023-12-18,2024-10-28,Michael,within an hour,100%,100%,f,2,t,t,Serra Mesa,32.80233,-117.12396,Entire home,Entire home/apt,8,3 baths,4.0,4.0,"[""Wifi"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Fire extinguisher"", ""Dryer"", ""Exterior security cameras on property"", ""Pets allowed"", ""Hangers"", ""Shampoo"", ""Bathtub"", ""Free parking on premises"", ""Essentials"", ""First aid kit"", ""BBQ grill"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Washer"", ""Outdoor dining area"", ""Gas stove"", ""Self check-in""]",t,t,$336.00,3,365,3.0,365.0,30,180,11,10,0,4.27,4.0,4.09,4.64,4.55,4.36,3.91,"STR-07724L, 648931",,0,"Escondido, CA",city scrape,
32939357,5944275,https://www.airbnb.com/rooms/32939357,2024-12-23,2013-04-15,2019-06-09,2024-12-02,Michael,within an hour,100%,97%,t,4,t,f,Paradise Hills,32.67622,-117.05288,Entire home,Entire home/apt,6,2 baths,3.0,4.0,"[""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Pets allowed"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Indoor fireplace"", ""Private entrance"", ""Cooking basics"", ""Free parking on premises"", ""Microwave"", ""Essentials"", ""Backyard"", ""Lockbox"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Washer"", ""Hot water"", ""Coffee maker"", ""Self check-in""]",t,t,$250.00,2,31,2.0,1125.0,0,262,125,19,1,4.85,4.9,4.88,4.92,4.83,4.8,4.78,STR-07549L,,0,"Hanalei, HI",city scrape,
33141919,69498288,https://www.airbnb.com/rooms/33141919,2024-12-23,2016-04-29,2019-07-14,2020-02-21,Sara,,,,f,2,t,t,La Jolla,32.84951,-117.26307,Entire home,Entire home/apt,6,3 baths,3.0,3.0,"[""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Refrigerator"", ""Game console"", ""Fire extinguisher"", ""Outdoor kitchen"", ""Garden view"", ""TV with standard cable"", ""Oven"", ""Dryer"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Shared hot tub"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Indoor fireplace"", ""Bathtub"", ""Cooking basics"", ""Private gym in building"", ""Bed linens"", ""Free parking on premises"", ""Microwave"", ""Waterfront"", ""Essentials"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Iron"", ""Single level home"", ""Pool view"", ""Ocean view"", ""Piano"", ""First aid kit"", ""Outdoor furniture"", ""BBQ grill"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Washer"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker"", ""Shared patio or balcony"", ""Self check-in"", ""Shared pool"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,"$2,000.00",31,1125,31.0,1125.0,30,90,8,0,0,5.0,5.0,5.0,4.88,4.88,4.88,4.75,,,0,"California, United States",city scrape,
33963199,1703869,https://www.airbnb.com/rooms/33963199,2024-12-23,2012-02-05,2019-05-06,2024-11-02,Michael,within an hour,100%,99%,t,10,t,t,Mission Bay,32.78519,-117.23648,Entire guesthouse,Entire home/apt,2,1 bath,0.0,1.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Heating"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Garden view"", ""Window AC unit"", ""Pets allowed"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Mini fridge"", ""Microwave"", ""Private patio or balcony"", ""Waterfront"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Lockbox"", ""Iron"", ""Single level home"", ""First aid kit"", ""Outdoor furniture"", ""Babysitter recommendations"", ""Ethernet connection"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Coffee maker"", ""Clothing storage: closet"", ""Self check-in"", ""Freezer"", ""Shared beach access"", ""Room-darkening shades""]",t,t,$177.00,4,365,11.1,1045.9,23,161,174,14,0,4.84,4.89,4.76,4.95,4.89,4.94,4.7,"STR-02495L, 636601",,0,"San Diego, CA",city scrape,
35004483,90115328,https://www.airbnb.com/rooms/35004483,2024-12-23,2016-08-15,2019-05-27,2024-12-10,Michael,within an hour,100%,100%,t,1,t,f,Loma Portal,32.7446,-117.24076,Entire cottage,Entire home/apt,3,1 bath,1.0,1.0,"[""Outlet covers"", ""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Heating"", ""Stove"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Coffee"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Fire extinguisher"", ""Window AC unit"", ""Oven"", ""Dryer"", ""Pets allowed"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Free parking on premises"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""Babysitter recommendations"", ""Pack \u2019n play/Travel crib"", ""Various body soap"", ""BBQ grill"", ""Ethernet connection"", ""Host greets you"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Washer"", ""Outdoor dining area"", ""Various conditioner"", ""Shared beach access"", ""Laundromat nearby"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$149.00,3,1125,3.0,1125.0,0,82,343,61,2,4.91,4.93,4.87,4.99,4.98,4.93,4.9,"STR-03038L, 636064",,0,"San Diego, CA",city scrape,
35654485,145663274,https://www.airbnb.com/rooms/35654485,2024-12-23,2017-08-12,2019-06-30,2024-12-11,Jennifer,within an hour,100%,97%,t,1,t,t,North Hills,32.73986,-117.12361,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,"[""Clothing storage: closet and dresser"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Smoke alarm"", ""Coffee maker: Keurig coffee machine"", ""Refrigerator"", ""Fire extinguisher"", ""Window AC unit"", ""Oven"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""Cooking basics"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Body soap"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Self check-in""]",t,f,$140.00,3,30,3.0,1125.0,8,281,211,46,2,4.97,4.99,4.95,4.98,4.98,4.98,4.95,"STR-02246L, 643683",,0,"San Diego, CA",city scrape,
35946450,164927252,https://www.airbnb.com/rooms/35946450,2024-12-23,2017-12-30,2019-07-07,2024-11-03,Michael,within an hour,100%,100%,t,1,t,t,Memorial,32.69847,-117.13869,Entire home,Entire home/apt,2,1 bath,1.0,2.0,"[""Clothing storage: closet and dresser"", ""Toaster"", ""Dishes and silverware"", ""Long term stays allowed"", ""Rice maker"", ""Carbon monoxide alarm"", ""Heating"", ""Bay view"", ""Ceiling fan"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Window AC unit"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Coffee maker: drip coffee maker, french press"", ""Blender"", ""Shampoo"", ""Harbor view"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Cooking basics"", ""50 inch HDTV with Disney+"", ""Bed linens"", ""Mini fridge"", ""Microwave"", ""Fast wifi \u2013 276 Mbps"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Body soap"", ""Lockbox"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Gas stove"", ""Self check-in"", ""Freezer"", ""Laundromat nearby""]",t,f,$140.00,2,21,2.0,21.0,29,89,128,16,0,4.84,4.8,4.83,4.96,4.95,4.7,4.71,"STR-10365L, 632182",,0,"San Diego, CA",city scrape,
36568795,47919061,https://www.airbnb.com/rooms/36568795,2024-12-23,2015-11-01,2019-07-27,2022-08-28,Isabel,,,,f,2,t,t,Mira Mesa,32.91947,-117.13748,Private room in home,Private room,1,1 shared bath,1.0,1.0,"[""Host greets you"", ""Free street parking"", ""Hot water""]",t,f,$80.00,31,1125,31.0,1125.0,27,87,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,0,"San Diego, CA",city scrape,
37330622,72374891,https://www.airbnb.com/rooms/37330622,2024-12-23,2016-05-16,2019-08-04,2024-10-19,Michael,within an hour,100%,100%,f,6,t,t,Gateway,32.72541,-117.11144,Entire home,Entire home/apt,7,1 bath,3.0,4.0,"[""Clothing storage: closet and dresser"", ""Toaster"", ""Dishes and silverware"", ""Long term stays allowed"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""Stove"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Dedicated workspace"", ""Oven"", ""Free driveway parking on premises \u2013 1 space"", ""Pets allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Bathtub"", ""Cooking basics"", ""Bidet"", ""Hot water kettle"", ""Laundromat nearby"", ""Bed linens"", ""Portable fans"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Iron"", ""Single level home"", ""Babysitter recommendations"", ""Pack \u2019n play/Travel crib"", ""Baking sheet"", ""Kitchen"", ""Hot water"", ""Fast wifi \u2013 513 Mbps"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker"", ""Self check-in"", ""Freezer"", ""55 inch HDTV with Chromecast"", ""Room-darkening shades""]",t,f,$159.00,31,730,31.0,1125.0,24,247,143,32,0,4.59,4.71,4.54,4.92,4.89,4.75,4.57,"STR-04967L, 630001",,0,"San Diego, CA",city scrape,
38819170,14326301,https://www.airbnb.com/rooms/38819170,2024-12-23,2014-04-15,2019-09-29,2024-12-20,Michael,within an hour,100%,100%,t,8,t,t,Midtown,32.73184,-117.16861,Entire home,Entire home/apt,8,2 baths,4.0,4.0,"[""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""TV"", ""Heating"", ""Stove"", ""Ceiling fan"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Noise decibel monitors on property"", ""Oven"", ""Dryer"", ""Exterior security cameras on property"", ""Shower gel"", ""Free street parking"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Private entrance"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Crib"", ""Bed linens"", ""High chair"", ""Microwave"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Body soap"", ""Smart lock"", ""Iron"", ""Single level home"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Hot water"", ""Washer"", ""Coffee maker"", ""Self check-in"", ""Room-darkening shades""]",t,t,$308.00,31,730,1.9,28.0,9,290,307,62,6,4.91,4.91,4.84,4.95,4.96,4.91,4.87,"STR-05661L, 646023",,0,"San Diego, CA",city scrape,
38995874,14326301,https://www.airbnb.com/rooms/38995874,2024-12-23,2014-04-15,2019-11-24,2024-12-19,Michael,within an hour,100%,100%,t,8,t,t,Pacific Beach,32.80042,-117.25217,Entire condo,Entire home/apt,6,1 bath,2.0,3.0,"[""Free washer \u2013 In building"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Portable air conditioning"", ""TV"", ""Heating"", ""Stove"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Fire extinguisher"", ""Oven"", ""Fast wifi \u2013 892 Mbps"", ""Shower gel"", ""Free street parking"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Blender"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Crib"", ""Hot water kettle"", ""Bed linens"", ""Portable fans"", ""Private patio or balcony"", ""Microwave"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Body soap"", ""Smart lock"", ""Iron"", ""First aid kit"", ""Outdoor furniture"", ""Babysitter recommendations"", ""Pack \u2019n play/Travel crib"", ""Baking sheet"", ""Ethernet connection"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Coffee maker"", ""Clothing storage: closet"", ""Self check-in"", ""Freezer"", ""Room-darkening shades""]",t,t,$177.00,31,730,1.8,28.0,3,293,383,72,8,4.92,4.92,4.89,4.96,4.97,4.97,4.88,"STR-08466L, 649909",,0,"San Diego, CA",city scrape,
39206128,35006292,https://www.airbnb.com/rooms/39206128,2024-12-23,2015-06-04,2019-10-27,2024-12-08,Jennifer,within an hour,100%,99%,t,5,t,t,Ocean Beach,32.74838,-117.2449,Entire home,Entire home/apt,6,2 baths,3.0,3.0,"[""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Stove"", ""Smoke alarm"", ""Ceiling fan"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Fire extinguisher"", ""Oven"", ""Free street parking"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""Cooking basics"", ""Hot water kettle"", ""Central air conditioning"", ""Bed linens"", ""High chair"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Backyard"", ""Body soap"", ""Lockbox"", ""Iron"", ""Single level home"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Baking sheet"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""Coffee maker"", ""Self check-in"", ""Freezer"", ""Shared beach access"", ""Laundromat nearby"", ""Room-darkening shades"", ""Barbecue utensils""]",t,f,$236.00,2,28,2.0,1125.0,23,345,359,56,3,4.79,4.84,4.82,4.97,4.85,4.82,4.77,"STR-05959L, 646745",,0,"San Diego, CA",city scrape,
39206460,35006292,https://www.airbnb.com/rooms/39206460,2024-12-23,2015-06-04,2019-10-20,2024-12-07,Jennifer,within an hour,100%,99%,t,5,t,t,Ocean Beach,32.75003,-117.24329,Entire guesthouse,Entire home/apt,4,1 bath,2.0,2.0,"[""Wifi"", ""Toaster"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Stove"", ""Ceiling fan"", ""Smoke alarm"", ""Coffee"", ""Refrigerator"", ""Wine glasses"", ""Fire extinguisher"", ""Oven"", ""Shower gel"", ""Free street parking"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Dining table"", ""Conditioner"", ""AC - split type ductless system"", ""TV with Roku"", ""Cooking basics"", ""Hot water kettle"", ""Bed linens"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""Lockbox"", ""Iron"", ""Single level home"", ""Outdoor furniture"", ""Beach essentials"", ""Kitchen"", ""Hot water"", ""Coffee maker"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib - available upon request"", ""Self check-in"", ""Freezer"", ""Shared beach access"", ""Laundromat nearby"", ""Heating - split type ductless system""]",t,t,$179.00,2,27,2.0,1125.0,20,345,356,59,2,4.69,4.79,4.71,4.91,4.79,4.82,4.65,"STR-05963L, 646749",,0,"San Diego, CA",city scrape,
39868026,8655379,https://www.airbnb.com/rooms/39868026,2024-12-23,2013-09-05,2019-11-13,2024-12-09,Michael,,,,f,8,t,t,East Village,32.71361,-117.155,Entire townhouse,Entire home/apt,8,2.5 baths,2.0,3.0,"[""City skyline view"", ""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""Oven"", ""Dryer"", ""Pets allowed"", ""Patio or balcony"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Private entrance"", ""Cooking basics"", ""Crib"", ""Free parking on premises"", ""Essentials"", ""Iron"", ""First aid kit"", ""Air conditioning"", ""Kitchen"", ""Hot water"", ""Washer"", ""Coffee maker"", ""Self check-in""]",t,f,$302.00,2,27,2.5,27.0,19,204,187,33,1,4.73,4.81,4.67,4.82,4.87,4.74,4.73,"STR-03800L, 645487",,0,"San Diego, CA",city scrape,
